City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,kruisfontein,-34.0033,24.7314,12.71,84,55,1.8,ZA,1683521476
291,fortuna,40.5982,-124.1573,12.59,63,98,3.52,US,1683521476
292,loiza,18.4313,-65.8802,26.71,79,0,2.57,PR,1683521476
293,noumea,-22.2763,166.4572,27.99,99,80,3.39,NC,1683521234
294,eureka,40.8021,-124.1637,12.74,69,99,3.13,US,1683521477
295,sao francisco de paula,-29.4481,-50.5836,16.49,97,100,2.41,BR,1683521477
296,xilin hot,43.9667,116.0333,18.4,24,28,4.17,CN,1683521477
297,greenville,35.6127,-77.3663,21.18,80,0,4.63,US,1683521421
298,beau vallon,-20.4189,57.6953,26.23,69,40,5.66,MU,1683521477
299,san jeronimo,-11.9472,-75.2829,9.31,91,100,1.15,PE,1683521477
300,baotou,40.6522,109.8222,19.29,30,11,2.51,CN,1683521477
301,sinan,34.8262,126.1086,19.06,62,92,3.81,KR,1683521478
302,colonia,50.9333,6.95,14.98,89,100,2.57,DE,1683521478
303,yakeshi,49.2833,120.7333,11.88,15,2,9.29,CN,1683521478
304,molde,62.7375,7.1591,7.06,81,0,2.06,NO,1683521478
305,mandalgovi,45.7625,106.2708,16.34,16,100,3.51,MN,1683521478
306,kralendijk,12.15,-68.2667,26.99,78,75,8.23,BQ,1683521478
307,komsomolets,53.7453,62.0708,8.71,29,100,3.73,KZ,1683521478
308,chaohu,31.6,117.8667,21.52,35,99,4.13,CN,1683521479
309,capitan bado,-23.2667,-55.5333,19.84,99,99,2.46,PY,1683521479
310,aweil,8.7682,27.4002,27.77,58,99,2.61,SS,1683521479
311,chardara,41.2547,67.9692,21.02,33,0,0.87,KZ,1683521479
312,al kharijah,25.4514,30.5464,22.13,32,6,2.22,EG,1683521479
313,tofol,5.3248,163.0078,26.88,89,100,1.54,FM,1683521479
314,qui nhon,13.7667,109.2333,29.68,70,100,2.84,VN,1683521479
315,chernyshevskiy,63.0128,112.4714,-0.98,75,53,0.34,RU,1683521479
316,cobija,-11.0267,-68.7692,21.46,99,100,0.77,BO,1683521480
317,acajutla,13.5928,-89.8275,27.67,78,3,1.93,SV,1683521275
318,podporozh'ye,60.9112,34.1706,5.22,60,37,3.48,RU,1683521480
319,carutapera,-1.195,-46.02,24.64,93,51,2.67,BR,1683521480
320,dolores,-36.3132,-57.6792,13.79,88,96,4.55,AR,1683521480
321,ulanhot,46.0833,122.0833,18.74,9,1,9.16,CN,1683521480
322,morelos,18.75,-99.0,23.53,54,98,0.53,MX,1683521480
323,kurumkan,54.3,110.3,12.47,42,40,2.79,RU,1683521481
324,enewetak,11.3474,162.3373,27.47,79,100,6.9,MH,1683521481
325,kourou,5.1552,-52.6478,25.03,95,100,3.34,GF,1683521481
326,sur,22.5667,59.5289,32.14,41,0,1.84,OM,1683521481
327,santyoku,37.4406,129.1708,16.11,40,16,1.84,KR,1683521481
328,tucurui,-3.7661,-49.6725,24.33,90,82,1.05,BR,1683521481
329,la gi,10.6667,107.7833,31.26,68,100,7.43,VN,1683521481
330,fort bragg,35.139,-79.006,21.91,73,0,4.12,US,1683521481
331,wacheng,33.7833,114.5167,25.05,29,56,3.44,CN,1683521482
332,kertih,4.5141,103.4483,33.01,62,20,2.57,MY,1683521482
333,anse royale,-4.7333,55.5167,28.32,84,40,4.12,SC,1683521482
334,berezovyy,51.6667,135.7,18.44,24,25,3.48,RU,1683521482
335,floro,61.5996,5.0328,10.98,54,75,6.69,NO,1683521482
336,richards bay,-28.783,32.0377,19.22,92,98,1.97,ZA,1683521482
337,toba,34.4833,136.85,20.0,62,17,11.75,JP,1683521482
338,boende,-0.2167,20.8667,22.35,98,100,0.09,CD,1683521482
339,urengoy,65.9667,78.3667,2.6,98,100,10.8,RU,1683521483
340,boca suno,-0.7167,-77.1333,21.5,98,74,0.96,EC,1683521483
341,porto novo,6.4965,2.6036,26.9,82,54,1.99,BJ,1683521398
342,jember,-8.166,113.7032,31.99,59,87,2.27,ID,1683521483
343,old town,50.087,14.4202,7.47,86,0,2.57,CZ,1683521483
344,rodolfo sanchez taboada,31.7167,-116.5667,15.06,79,1,2.68,MX,1683521483
345,mrakovo,52.7161,56.6244,7.79,38,99,3.15,RU,1683521483
346,vila velha,-20.3297,-40.2925,21.64,96,40,1.03,BR,1683521483
347,ugoofaaru,5.6667,73.0,29.17,73,67,5.95,MV,1683521484
348,moapa valley,36.5805,-114.4703,22.67,19,2,2.74,US,1683521484
349,minas de marcona,-15.2119,-75.1103,15.63,87,84,4.43,PE,1683521465
350,alice springs,-23.7,133.8833,16.75,23,17,7.72,AU,1683521484
351,puerto aysen,-45.4,-72.7,3.5,96,70,1.32,CL,1683521291
352,kitimat,54.0524,-128.6534,10.21,68,100,1.3,CA,1683521484
353,lebu,-37.6167,-73.65,8.93,77,29,3.65,CL,1683521484
354,dombarovskiy,50.7587,59.5386,13.31,48,99,6.03,RU,1683521484
355,katsuren-haebaru,26.3369,127.8719,23.43,70,100,4.63,JP,1683521303
356,petershagen,52.3833,8.9667,9.2,89,40,1.54,DE,1683521485
357,bodo,67.28,14.405,8.02,75,75,5.66,NO,1683521485
358,tobruk,32.0836,23.9764,17.91,76,0,3.39,LY,1683521485
359,sungai penuh,-2.0833,101.3833,22.81,76,98,1.67,ID,1683521388
360,port macquarie,-31.4333,152.9167,20.5,32,8,7.58,AU,1683521485
361,tabou,4.423,-7.3528,25.8,85,100,0.37,CI,1683521485
362,cambria,35.5641,-121.0808,13.68,86,2,2.24,US,1683521485
363,san ignacio cerro gordo,20.75,-102.5333,19.92,40,61,1.87,MX,1683521485
364,shingu,33.7333,135.9833,19.35,48,30,3.38,JP,1683521486
365,oranjemund,-28.55,16.4333,11.47,93,35,2.38,NA,1683521486
366,mongoumba,3.6415,18.5936,20.8,90,94,0.96,CF,1683521486
367,sao paulo de olivenca,-3.3783,-68.8725,22.63,99,73,0.5,BR,1683521486
368,corfu,39.62,19.9197,14.9,94,0,0.0,GR,1683521486
369,kita,13.0349,-9.4895,29.57,42,100,1.49,ML,1683521486
370,freeport,40.6576,-73.5832,18.96,81,100,2.57,US,1683521486
371,bonthe,7.5264,-12.505,26.71,82,86,0.9,SL,1683521486
372,nova olimpia,-14.7972,-57.2881,22.79,90,25,0.71,BR,1683521312
373,kodiak,57.79,-152.4072,5.73,70,100,0.0,US,1683521487
374,omutninsk,58.67,52.1932,2.7,52,23,4.86,RU,1683521487
375,gorontalo,0.5412,123.0595,30.44,78,100,0.38,ID,1683521487
376,melfort,52.8667,-104.6177,11.07,54,99,2.57,CA,1683521487
377,castillos,-34.1667,-53.8333,12.34,91,37,3.43,UY,1683521487
378,tianpeng,30.9866,103.9393,18.13,77,100,2.57,CN,1683521315
379,porto cristo,39.5395,3.333,16.29,82,77,1.67,ES,1683521211
380,happy valley-goose bay,53.3168,-60.3315,0.17,93,100,2.06,CA,1683521488
381,tokat,40.4167,36.5833,6.09,94,100,1.0,TR,1683521488
382,el calafate,-50.3408,-72.2768,5.16,73,79,2.52,AR,1683521488
383,al burayqah,30.4062,19.5739,18.5,56,0,4.4,LY,1683521488
384,padre paraiso,-17.0742,-41.4844,15.55,98,3,1.17,BR,1683521488
385,djougou,9.7085,1.666,23.3,83,88,1.76,BJ,1683521488
386,prince rupert,54.3161,-130.3201,8.05,87,0,3.6,CA,1683521488
387,marang,5.2056,103.2059,32.95,64,100,1.61,MY,1683521488
388,talnakh,69.4865,88.3972,-5.44,67,92,2.26,RU,1683521473
389,nemuro,43.3236,145.575,1.48,95,100,9.06,JP,1683521489
390,mont-tremblant,46.1949,-74.6264,6.77,70,42,0.51,CA,1683521489
391,oconomowoc,43.1117,-88.4993,11.73,97,81,3.53,US,1683521489
392,savanna-la-mar,18.219,-78.1332,26.97,88,53,1.36,JM,1683521489
393,elumalai,9.8667,77.7,29.14,61,98,1.35,IN,1683521489
394,letlhakane,-21.4167,25.5833,15.88,55,17,5.49,BW,1683521489
395,emerald,-23.5333,148.1667,21.3,21,0,5.57,AU,1683521489
396,usogorsk,63.4106,48.6872,0.83,62,37,3.93,RU,1683521490
397,magadan,59.5667,150.8,5.85,81,24,3.25,RU,1683521241
398,ambon,-3.6954,128.1814,31.08,90,40,3.6,ID,1683521490
399,balakhta,55.38,91.6,19.85,28,18,1.69,RU,1683521490
400,wenzhou,27.9994,120.6668,21.95,64,82,1.95,CN,1683521490
401,visakhapatnam,17.69,83.2093,33.94,55,40,2.57,IN,1683521490
402,poxoreo,-15.8372,-54.3892,19.56,72,2,1.59,BR,1683521490
403,amahai,-3.3333,128.9167,29.65,74,70,2.53,ID,1683521490
404,okhotsk,59.3833,143.3,3.53,76,33,4.48,RU,1683521491
405,pont rouge,48.8833,-72.0825,8.16,53,14,4.76,CA,1683521491
406,broome,42.2506,-75.833,13.72,96,100,3.09,US,1683521491
407,arraial do cabo,-22.9661,-42.0278,23.61,87,0,6.45,BR,1683521491
408,pandan,14.0453,124.1694,30.87,64,7,2.51,PH,1683521491
409,pailon,-17.65,-62.75,19.5,89,100,3.34,BO,1683521491
410,owase,34.0667,136.2,18.04,57,39,4.58,JP,1683521491
411,mount isa,-20.7333,139.5,22.87,17,4,7.2,AU,1683521491
412,soio,-6.1349,12.3689,26.45,91,95,3.3,AO,1683521492
413,gadzhiyevo,69.2551,33.3362,1.12,96,100,7.01,RU,1683521492
414,mamuju,-2.6748,118.8885,30.21,68,95,1.56,ID,1683521492
415,saint-joseph,-21.3667,55.6167,26.93,76,93,4.23,RE,1683521492
416,berriane,32.8265,3.7669,20.45,47,1,11.63,DZ,1683521492
417,tchintabaraden,15.8969,5.7985,26.1,12,86,5.3,NE,1683521492
418,scottburgh,-30.2867,30.7532,17.21,94,100,4.03,ZA,1683521492
419,chiang rai,19.9167,99.9167,37.95,55,5,1.54,TH,1683521492
420,kolonia,50.9333,6.95,14.98,89,100,2.57,DE,1683521235
421,prado,-17.3411,-39.2208,22.53,92,15,2.71,BR,1683521493
422,flying fish cove,-10.4217,105.6791,28.82,78,75,5.14,CX,1683521493
423,hirara,24.8,125.2833,22.92,94,75,4.63,JP,1683521493
424,pisco,-13.7,-76.2167,20.03,83,85,3.6,PE,1683521493
425,mirnyy,62.5353,113.9611,0.69,40,72,0.89,RU,1683521493
426,mazatlan,23.2167,-106.4167,27.73,39,73,0.45,MX,1683521493
427,karachi,24.9056,67.0822,30.9,62,40,3.6,PK,1683521415
428,sisimiut,66.9395,-53.6735,-1.25,84,86,4.92,GL,1683521494
429,sosnovo-ozerskoye,52.5249,111.5418,14.61,24,26,5.3,RU,1683521494
430,rangkasbitung,-6.3591,106.2494,32.38,64,100,1.54,ID,1683521494
431,saint-philippe,-21.3585,55.7679,26.77,79,100,5.2,RE,1683521494
432,rudsar,37.1376,50.288,17.99,64,100,2.62,IR,1683521494
433,moroni,-11.7022,43.2551,26.46,77,10,4.72,KM,1683521494
434,bel ombre,-4.6167,55.4167,28.91,84,40,4.12,SC,1683521494
435,gomez farias,23.05,-99.15,24.29,87,100,0.61,MX,1683521494
436,korla,41.7597,86.1469,13.85,28,100,1.14,CN,1683521494
437,lib,8.3122,167.3766,28.35,79,81,5.5,MH,1683521495
438,kamina,-8.7386,24.9906,15.37,72,5,1.48,CD,1683521495
439,selkirk,50.1436,-96.8845,13.08,74,99,2.24,CA,1683521251
440,siwa oasis,29.2041,25.5195,18.82,53,0,2.35,EG,1683521495
441,kidal,18.4411,1.4078,30.63,21,83,0.62,ML,1683521495
442,fernie,49.5,-115.0687,9.05,98,100,1.21,CA,1683521495
443,puerto armuelles,8.2833,-82.8667,26.19,74,98,1.73,PA,1683521294
444,gilgit,35.9221,74.3087,10.38,84,100,1.03,PK,1683521495
445,harur,12.0667,78.5,29.63,62,93,2.84,IN,1683521496
446,waiuku,-37.25,174.75,20.14,85,100,4.9,NZ,1683521496
447,vorkuta,67.5,64.0,-9.05,84,100,9.87,RU,1683521474
448,ban selaphum,16.0167,103.95,28.01,37,99,3.42,TH,1683521496
449,carauari,-4.8828,-66.8958,22.89,99,82,0.54,BR,1683521496
450,oriximina,-1.7656,-55.8661,23.46,94,93,1.09,BR,1683521496
451,barnard castle,54.5415,-1.919,11.84,88,100,3.06,GB,1683521496
452,jabat,7.75,168.9751,28.41,79,21,6.21,MH,1683521496
453,belmonte,-15.8631,-38.8828,23.44,90,24,4.03,BR,1683521497
454,walvis bay,-22.9575,14.5053,7.53,100,100,2.57,NA,1683521497
455,childress,34.4264,-100.204,23.14,40,0,10.29,US,1683521300
456,port douglas,-16.4833,145.4667,25.84,70,35,7.14,AU,1683521497
457,pemangkat,1.1667,108.9667,31.76,63,46,4.49,ID,1683521497
458,island harbour,50.724,-1.2758,11.67,96,100,1.34,GB,1683521497
459,choibalsan,48.0667,114.5,16.18,17,1,4.42,MN,1683521497
460,jatai,-17.8814,-51.7144,18.14,77,6,0.38,BR,1683521498
461,lazaro cardenas,17.9583,-102.2,26.27,76,3,0.58,MX,1683521498
462,crane,31.3974,-102.3501,25.93,50,4,8.27,US,1683521498
463,redencao,-4.2258,-38.7306,22.55,94,10,0.47,BR,1683521498
464,kalampaka,39.7044,21.6269,16.58,75,9,0.58,GR,1683521498
465,kharkhorin,47.1975,102.8238,15.52,20,100,5.52,MN,1683521498
466,wagar,16.1525,36.2032,29.35,20,13,4.23,SD,1683521498
467,cuito,-12.3833,16.9333,13.27,64,86,0.99,AO,1683521498
468,liwale,-9.7667,37.9333,19.91,76,0,1.52,TZ,1683521498
469,tha yang,12.9577,99.9055,35.0,44,62,5.17,TH,1683521499
470,nikel,69.4128,30.222,4.1,91,100,3.74,RU,1683521499
471,boufarik,36.5741,2.9121,14.81,93,27,1.27,DZ,1683521499
472,orange walk,17.8333,-88.8333,23.34,98,6,0.91,BZ,1683521499
473,al bayda',32.7627,21.7551,14.01,60,0,2.64,LY,1683521499
474,bridgetown,13.1,-59.6167,27.27,83,40,5.14,BB,1683521497
475,afonso claudio,-20.0742,-41.1239,17.73,93,2,1.53,BR,1683521499
476,tateyama,34.9833,139.8667,14.56,80,99,7.87,JP,1683521499
477,tbeng meanchey,13.8167,104.9667,40.39,35,100,1.0,KH,1683521500
478,katsuura,35.1333,140.3,13.32,84,100,9.85,JP,1683521500
479,necochea,-38.5473,-58.7368,13.89,88,100,7.53,AR,1683521500
480,tenkodogo,11.78,-0.3697,29.18,51,100,2.28,BF,1683521500
481,pamekasan,-7.1568,113.4746,29.88,63,99,1.15,ID,1683521500
482,pskov,57.8136,28.3496,0.95,80,0,0.0,RU,1683521500
483,christchurch,-43.5333,172.6333,20.18,69,44,5.14,NZ,1683521237
484,torres,-29.3353,-49.7269,22.13,95,100,1.79,BR,1683521501
485,ichinohe,40.2069,141.3017,3.49,98,100,3.24,JP,1683521501
486,aginskoye,51.1,114.53,14.96,17,13,4.69,RU,1683521501
487,new norfolk,-42.7826,147.0587,12.73,87,100,2.16,AU,1683521501
488,cafayate,-26.073,-65.9761,13.19,64,29,1.07,AR,1683521501
489,acarau,-2.8856,-40.12,24.82,85,53,3.67,BR,1683521501
490,samalut,28.3121,30.7101,20.1,57,0,4.12,EG,1683521501
491,cole harbour,44.6724,-63.4751,9.66,82,81,7.2,CA,1683521502
492,west wodonga,-36.1257,146.8486,14.94,100,21,4.07,AU,1683521502
493,kirkwall,58.9848,-2.9587,8.31,100,100,7.72,GB,1683521502
494,nako,31.8814,78.627,2.12,42,21,3.29,IN,1683521502
495,pierre,44.3683,-100.351,13.51,82,100,8.05,US,1683521502
496,isiro,2.7739,27.616,20.11,91,43,0.36,CD,1683521502
497,borkum,53.5809,6.6915,10.97,89,44,6.83,DE,1683521502
498,malango,-2.9627,119.9001,23.68,90,94,0.91,ID,1683521489
499,santiago de cao,-7.9589,-79.2392,23.07,88,87,4.12,PE,1683521503
500,saipan,15.1355,145.701,31.39,100,20,7.2,MP,1683521486
501,ryotsu-minato,38.0833,138.4333,10.89,79,98,5.65,JP,1683521503
502,lucas,41.6501,-83.6666,19.08,81,0,3.6,US,1683521503
503,polyarnyy,69.1989,33.4478,1.44,94,99,6.9,RU,1683521503
504,big spring,32.2504,-101.4787,26.25,68,0,9.26,US,1683521503
505,farmington,36.7281,-108.2187,16.38,24,0,0.0,US,1683521288
506,hitachi,36.6,140.65,12.26,78,98,6.42,JP,1683521503
507,ebon,4.582,168.6964,28.46,78,98,5.26,MH,1683521504
508,horta,38.5333,-28.6333,16.12,96,100,4.02,PT,1683521504
509,verkhnevilyuysk,63.4453,120.3167,-2.23,63,100,2.44,RU,1683521504
510,am timan,11.0297,20.2827,26.51,63,60,2.77,TD,1683521504
511,wakkanai,45.4094,141.6739,14.99,29,75,5.14,JP,1683521504
512,koh kong,11.6175,102.9806,31.84,67,99,3.05,KH,1683521504
513,taber,49.8167,-112.1518,11.91,76,85,3.6,CA,1683521504
514,ancud,-41.8697,-73.8203,6.41,92,9,2.14,CL,1683521505
515,jingdezhen,29.2947,117.2079,22.29,58,86,1.45,CN,1683521505
516,cocieri,47.3075,29.1103,9.09,68,100,2.9,MD,1683521505
517,port lincoln,-34.7333,135.8667,15.15,58,98,5.3,AU,1683521505
518,korfovskiy,48.2183,135.0564,18.7,21,87,3.62,RU,1683521505
519,karkkila,60.5342,24.2098,7.46,53,52,2.81,FI,1683521505
520,san andres,12.5847,-81.7006,28.01,74,20,4.12,CO,1683521505
521,paita,-5.0892,-81.1144,24.76,80,60,5.62,PE,1683521505
522,calama,-22.4667,-68.9333,11.27,28,0,8.23,CL,1683521291
523,el alto,-4.2714,-81.2147,24.61,78,14,6.21,PE,1683521506
524,nioki,-2.7167,17.6833,21.78,97,99,0.26,CD,1683521506
525,holualoa,19.6228,-155.9522,24.91,77,40,6.17,US,1683521306
526,taoyuan city,24.9937,121.297,21.34,94,75,6.69,TW,1683521506
527,bayindir,38.2174,27.6474,15.34,74,1,3.03,TR,1683521506
528,konosha,60.9736,40.257,4.49,55,16,1.91,RU,1683521506
529,st. thomas,42.7736,-81.1804,12.49,87,55,4.69,CA,1683521378
530,makurazaki,31.2667,130.3167,18.02,68,82,5.09,JP,1683521506
531,gondar,12.6,37.4667,21.43,43,79,1.47,ET,1683521507
532,conception bay south,47.4999,-52.9981,3.91,77,100,5.79,CA,1683521283
533,mega,4.05,38.3,16.62,84,46,4.75,ET,1683521507
534,asilah,35.465,-6.0348,17.98,69,11,1.89,MA,1683521507
535,kyabe,9.4515,18.9449,26.16,67,97,2.03,TD,1683521507
536,sorong,-0.8833,131.25,29.38,74,58,3.26,ID,1683521507
537,fiambala,-27.6871,-67.6149,14.0,48,1,0.49,AR,1683521507
538,la isla,18.6,-96.15,25.55,83,11,2.43,MX,1683521507
539,lexington,37.9887,-84.4777,16.18,87,0,0.0,US,1683521274
540,nadym,65.5333,72.5167,-2.42,92,100,13.0,RU,1683521508
541,buchanan,5.8808,-10.0467,25.67,87,61,1.65,LR,1683521508
542,zhangye,38.9342,100.4517,5.98,88,100,6.71,CN,1683521508
543,little falls,40.869,-74.2082,18.91,84,100,2.57,US,1683521508
544,pemba,-12.974,40.5178,21.39,88,20,4.12,MZ,1683521508
545,vredendal,-31.6683,18.5012,11.54,87,6,0.87,ZA,1683521508
546,beira,-19.8436,34.8389,20.05,100,40,3.13,MZ,1683521509
547,kavaratti,10.5669,72.642,28.89,69,76,4.9,IN,1683521509
548,guardo,42.7897,-4.8482,9.5,51,88,0.97,ES,1683521509
549,manicore,-5.8092,-61.3003,22.81,99,70,0.39,BR,1683521509
550,gurun,5.8172,100.4738,31.88,67,100,2.03,MY,1683521509
551,maceio,-9.6658,-35.7353,23.69,94,40,1.03,BR,1683521414
552,yangjiang,21.85,111.9667,23.09,82,100,4.47,CN,1683521509
553,nizhnesortymskiy,62.4397,71.7603,5.79,51,88,12.98,RU,1683521509
554,rio grande,-32.035,-52.0986,16.41,90,100,5.64,BR,1683521510
555,villa juarez,24.6536,-107.5411,25.3,34,100,3.95,MX,1683521510
556,peace river,56.2501,-117.286,9.17,100,100,2.57,CA,1683521510
557,edirne,41.6772,26.556,9.89,68,38,0.44,TR,1683521510
558,kibakwe,-6.7167,36.3667,18.43,77,41,1.26,TZ,1683521510
559,port blair,11.6667,92.75,31.74,65,100,1.6,IN,1683521510
560,waddan,29.1614,16.139,20.73,26,74,4.08,LY,1683521510
561,kaedi,16.1465,-13.5047,30.79,15,100,1.57,MR,1683521511
562,khasab,26.1799,56.2477,31.75,35,2,1.71,OM,1683521511
563,fuglafjordur,62.244,-6.814,9.26,98,100,9.87,FO,1683521511
564,zhangjiakou,40.81,114.8794,22.28,10,11,1.5,CN,1683521511
565,aswan,24.0934,32.907,21.61,32,0,3.6,EG,1683521511
566,mcgregor,26.5609,-81.9145,23.02,75,0,5.14,US,1683521511
567,rechka-vydrino,51.485,104.8461,5.97,75,68,1.31,RU,1683521511
568,turpan,42.9333,89.1667,22.0,15,72,1.89,CN,1683521511
569,murzuq,25.9155,13.9184,22.73,16,84,3.15,LY,1683521512
570,robore,-18.3333,-59.75,22.02,96,100,1.22,BO,1683521512
571,byndoor,13.8667,74.6333,31.31,57,99,3.02,IN,1683521512
572,mossendjo,-2.9506,12.7261,21.32,99,100,0.43,CG,1683521512
573,imbituba,-28.24,-48.6703,20.43,95,85,2.38,BR,1683521507
574,pontianak,-0.0333,109.3333,30.99,74,75,6.17,ID,1683521512
575,remire-montjoly,4.9167,-52.2667,25.02,94,75,0.0,GF,1683521512
576,hadibu,12.65,54.0333,28.98,55,32,1.25,YE,1683521512
577,kampene,-3.6,26.6667,20.74,98,45,0.64,CD,1683521513
578,san antonio de pale,-1.4014,5.6325,28.06,79,100,3.67,GQ,1683521513
579,kamakhyanagar,20.9333,85.55,39.87,22,30,1.76,IN,1683521513
580,howard springs,-12.497,131.047,32.68,45,46,5.14,AU,1683521513
581,madang,-5.2246,145.7966,30.48,69,77,3.13,PG,1683521513
